mRNA	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17
Chili_GLEAN_113447	10.24967558	35.2400374	13.54390451	12.77635301	15.06945066	25.00401684	42.49835252	31.57666955	57.66899169	27.84302952	17.66806615	25.59698849	12.67183858	11.51525337	46.65661631	20.69097862	44.82874335
Chili_GLEAN_139485	18.66494977	25.89428424	31.97866343	17.48575052	11.64457551	24.96753985	32.38106454	25.03627352	22.77048447	17.22100059	15.65568024	30.42082556	21.23913376	24.36548989	11.88962904	35.96688582	14.87205037
Chili_GLEAN_129620	30.10321386	29.20709622	19.92873228	26.20373665	31.3053443	24.06410135	23.6461244	20.91240572	26.82557075	17.97419653	20.36582988	16.93702298	24.29143858	30.05077086	14.84467637	29.39718267	34.47200829
Chili_GLEAN_128941	6.37479823	16.79408033	8.154559174	4.187993373	6.40451653	23.69876454	22.72776477	11.28237198	14.68006234	7.822485759	7.77710412	4.577679253	13.32644249	11.1080528	12.14694191	12.31113228	10.50238611
Chili_GLEAN_126416	5.106693205	7.246943176	4.910272191	13.416486	15.73895851	23.64520251	24.82040879	19.88302565	14.82418637	10.71749368	6.816861008	7.67868778	6.098165902	3.988305073	43.08087157	17.05782076	27.82822161
Chili_GLEAN_101499	19.27605911	19.96281858	19.90874273	22.18405149	21.53754948	23.59554561	27.09501002	21.92946397	22.74824302	15.07191563	13.76485891	15.88785973	14.30585815	16.82263305	24.38912234	10.58209375	24.53920834
Chili_GLEAN_122538	0	42.60314741	0.933683604	7.08364346	8.669683956	23.44645076	21.6214246	18.72448979	18.82178732	4.484822625	4.541374668	4.71723066	0.160450809	0	20.51249216	4.107989917	5.700894278
Chili_GLEAN_126543	29.7632089	21.78057251	21.57938664	21.7982739	14.16476666	23.40105778	29.454833	24.51686649	27.00400407	8.789345314	10.19128344	23.28737791	13.44278602	26.18662386	30.22798395	50.90761533	45.41714359
Chili_GLEAN_100791	26.01010571	29.36669784	23.76556408	3.156580647	7.126734738	22.96382321	18.81848724	43.48109993	27.62321067	12.18644577	22.27472821	9.06412864	10.57046421	22.37973099	29.99510689	13.07036683	13.83828601
Chili_GLEAN_116032	44.70555831	24.0510641	46.61103702	11.2445458	10.02055459	22.78994386	27.65545611	27.13548781	39.54582655	15.93617816	19.28957371	16.61995609	19.69878862	40.96790127	27.90026597	23.24102406	29.98800597
Chili_GLEAN_115205	51.58202307	21.13038993	41.41762675	4.603356952	4.504671377	21.86257671	17.51447255	25.26847027	10.91344303	5.502012139	9.544368425	31.33384729	23.34233401	25.30940856	7.416816432	0.725718399	15.38148792
Chili_GLEAN_128009	1.218890675	25.94151893	5.136152443	119.8163173	112.9724209	21.84265811	39.50802867	41.87318894	34.90313267	25.80210147	17.55706765	13.13939653	8.616177755	8.914268549	18.27910436	30.98239973	18.46324738
Chili_GLEAN_141590	9635.412849	140.2187132	3911.233279	10.0660544	35.43332878	21.84006721	13.51157742	38.09784805	16.51480682	24.33349305	253.9794922	1851.973859	2852.405517	2524.264753	19.24268025	53.63265548	2.733852192
Chili_GLEAN_137421	34.71988322	24.8764773	35.06232026	13.30667845	9.461217602	21.56393498	20.42703551	19.51086883	14.36093055	15.03542717	15.32434309	38.27555342	17.95831352	29.32249963	29.31211851	15.38891535	23.13905993
Chili_GLEAN_118272	31.7016993	19.04866887	29.45494188	14.11349864	11.70751916	21.27952416	24.47292516	21.69810371	19.32041107	14.39183621	18.32294428	19.09670963	21.15001851	24.22625852	28.67707542	16.22470973	20.46905857
Chili_GLEAN_130273	4.21157841	7.3857686	3.738846735	5.319738916	2.54105852	21.00875539	18.00756018	8.916051822	12.47137646	12.36905201	9.406293478	5.304641565	2.266387751	2.088470562	12.93465448	11.40799903	6.704564324
Chili_GLEAN_124167	12.07019619	28.39280225	21.49314249	23.34194758	12.7535827	20.7835259	23.83666099	22.29813581	27.61466917	24.69138362	24.95678732	20.14984865	42.991539	31.18972136	11.07718917	36.37108079	14.8122184
Chili_GLEAN_110909	5.666487315	27.42214622	10.04879081	18.23513983	11.12004508	20.75732725	21.08837168	17.24721064	17.20436605	38.00920844	28.21888043	19.67892639	16.51602569	13.64467434	4.684868757	19.39359834	4.861401411
Chili_GLEAN_104383	12.29191864	22.09279268	13.93285767	14.29027765	10.28305591	20.58460058	22.04465824	25.61600892	25.25559889	21.67102069	17.52633332	19.1889686	10.21306425	24.29159016	17.57644817	21.17695135	21.04573493
Chili_GLEAN_118951	10.51346362	12.88809646	11.80563407	5.452264741	10.21531743	19.60163741	16.03965731	14.59945375	13.02033411	8.206133317	6.389274161	8.998046419	9.788262663	12.47452144	18.24212224	9.661039877	12.54301939
Chili_GLEAN_127288	0.036827257	1.164234338	0.066506752	5.826599278	1.049424483	19.10781399	17.50878111	5.16624166	16.70325833	2.346622481	2.621339104	0.634686898	0.438111351	0.066961361	4.57451932	3.617036471	6.870504251
Chili_GLEAN_127458	17.03955502	16.62265915	25.24504298	21.7982739	15.33568624	18.04535177	14.35856288	19.22596853	15.07747174	11.46403402	13.92491252	13.33166522	9.41482963	13.55929661	23.29041386	21.41451222	14.64696314
Chili_GLEAN_111819	21.6410201	18.87859147	23.93241908	1.81016081	5.258840553	17.80763663	19.86520533	14.12006776	15.53010001	7.13101341	11.17194045	34.54664961	19.24670301	23.62121159	32.19416165	9.401523006	18.8684395
Chili_GLEAN_133937	2.585120939	7.411353855	7.107595944	3.090126317	5.545992823	17.77508276	17.49558292	14.63260268	16.10252552	11.09346165	7.200722389	6.022100505	14.11081108	10.11199365	18.85363556	13.41432385	9.515948767
Chili_GLEAN_123408	1.161165433	9.267359563	4.240522218	2.104387098	7.67820826	17.5528074	17.19544755	16.4406149	13.53258301	4.227950574	2.11023741	2.58975104	1.601585487	1.079106526	10.04620805	15.46232938	9.742843111
Chili_GLEAN_126619	3.773245058	9.057018959	3.825484971	13.60456758	9.93960651	17.07917392	12.67889582	6.659540763	11.05528195	10.13755164	7.218195251	8.992618947	9.450102778	9.629085457	3.845457741	9.277637144	6.045864847
Chili_GLEAN_129255	1.422549117	28.98271905	6.636576176	9.909550039	12.22924039	17.02738832	12.09158147	7.702125771	14.20737341	64.6508066	42.45933053	8.472593646	51.96525045	30.06873307	8.57140309	2.501963524	5.396947778
Chili_GLEAN_123733	27.9967442	31.21081512	40.25371093	22.66813867	12.91388943	16.71153861	16.09297804	27.35461601	19.84364495	23.72697102	20.64065548	35.42692391	44.48441643	37.47699386	7.592811134	19.89341168	8.412564801
Chili_GLEAN_113979	12.58985869	15.42405198	16.72632762	8.593392726	8.592337616	16.6982922	16.60280181	14.63671767	14.84862453	15.50851236	13.77220389	9.865435477	16.30694422	16.86613846	23.27619954	11.80606911	15.56754408
Chili_GLEAN_102526	22.22039885	17.17004511	20.28753916	4.782728806	5.258840553	16.2309188	14.69544286	12.25928364	12.97116308	11.62285274	8.996872396	11.87127447	12.40905852	16.89490343	13.20243032	12.41829524	12.34264973
Chili_GLEAN_102534	7.189748664	12.51342453	11.18999823	6.527218482	7.455480992	16.19038009	14.45516467	14.53938168	12.31009155	11.3420972	9.435035327	8.577547589	6.113786089	6.123091188	16.5760727	15.84067658	9.845767203
Chili_GLEAN_130704	11.0791291	12.70576493	14.49206481	4.567809396	5.869404534	15.60780163	14.70000818	12.35672014	12.6914839	11.39131505	10.59062694	15.11677011	13.57024309	12.26845674	12.11468164	7.7262267	12.28513259
Chili_GLEAN_108324	8.775784786	12.0810874	10.58604031	14.95323132	15.80001745	15.57168578	18.26940672	16.45712976	16.5221719	9.562400029	9.66896002	9.414916526	8.954879303	10.0593828	14.8694007	17.60143555	18.58086178
Chili_GLEAN_101204	52.88721494	24.00999462	73.02189614	56.48174971	40.19534954	15.32583468	27.14472961	25.27720505	26.25548455	16.63178117	14.88542364	25.79723385	24.3970407	24.99460942	21.85395755	35.26151468	17.23918012
Chili_GLEAN_140936	25.14503746	24.59460944	14.92337627	11.16798233	8.539355374	15.29601788	20.87141313	21.77299855	12.7652716	9.102528883	13.58758421	48.11051137	14.28814453	20.17694615	23.63729237	9.37991031	11.04476285
Chili_GLEAN_118273	13.61428771	13.7298847	13.40058277	4.151108523	3.88152517	15.21237595	10.16464925	14.75525522	9.670660302	10.29452671	7.615734143	13.47541945	12.84648359	15.7222957	10.06205086	7.664320654	8.452624633
Chili_GLEAN_139419	0.682317853	2.828902085	2.699116546	1.695865713	4.486900655	14.9562705	10.82603292	6.428391565	8.783443761	2.40089638	0.7873057	1.7786989	1.613340243	1.772325936	8.07185825	5.163253382	6.188251796
Chili_GLEAN_122421	6.180119863	10.78407584	7.47366516	11.26350913	5.04229242	14.59116112	13.19640575	10.8291884	10.73518519	6.756090474	8.223755079	7.801301976	5.889667978	7.40230743	12.74593265	10.62029603	8.591431779
Chili_GLEAN_133841	9.499843162	10.75905918	10.40686538	5.357759865	4.823989854	14.06296114	15.53300928	13.81682281	12.82403004	5.158798015	5.752359858	8.378829419	6.551525949	8.091922189	8.507732772	12.14315201	5.991733917
Chili_GLEAN_116463	2.631290286	8.571653219	3.620477191	37.79698207	11.94750411	14.02351384	14.73512077	11.02346876	7.890292747	21.59601025	11.36329541	4.147006975	4.025795944	2.492690671	8.882090437	15.5193105	11.42731522
Chili_GLEAN_138250	9.892544031	5.774627978	10.79212709	8.271620641	4.383840192	13.76032745	10.72577468	11.85622106	6.093003587	3.327395012	4.579274289	4.308404003	12.59795031	10.25983101	7.636324145	11.19283415	7.438309677
Chili_GLEAN_112596	2.027607579	17.82177464	6.932778941	9.96563835	2.577806792	13.6428926	19.85419217	18.58486344	24.06887088	21.45347933	16.70470377	11.09989581	15.35367263	21.33375336	17.74300572	10.11383459	10.3883402
Chili_GLEAN_136631	14.8046618	15.89447549	19.28871762	10.42659387	13.05723943	13.59554758	13.50198036	14.59612271	12.98236805	11.7780738	15.88380324	10.69773783	14.08128669	14.5143179	22.22882181	20.53849409	17.723678
Chili_GLEAN_129985	18.1436565	22.36386989	14.95617489	19.5513749	8.599071146	13.37627474	16.6724306	16.26123248	14.92554833	18.55515503	10.39697739	24.02763771	12.34360415	24.76711884	8.081125596	12.26603656	6.736091631
Chili_GLEAN_113669	13.07215616	14.63446959	13.79638742	8.307145127	6.806882355	12.89586482	11.14332079	11.32269722	9.314738796	20.78673373	16.35480824	12.89365912	12.48364978	10.99251139	8.375693922	10.63202217	7.500438156
Chili_GLEAN_127337	4.493249854	10.96399842	6.085807313	9.330685524	5.676944301	12.83829926	12.51860428	13.14925183	11.05948641	11.06070874	6.237750228	6.895977039	6.262058146	5.522231021	11.14566405	13.60155864	11.81629758
Chili_GLEAN_132178	9.312976838	13.32377957	18.47656109	5.776542584	6.253568329	12.15034558	8.919407319	15.9082178	14.81401889	7.936618547	7.813523083	12.83212921	10.85519052	10.65291877	4.134094344	15.99506311	4.748079269
Chili_GLEAN_129983	0.621065937	0.597756376	0.907953701	8.924095014	2.868601065	11.94975136	9.95472892	3.124005865	5.6497653	2.945494732	1.254100729	0.809512234	0.963709764	0.914160044	5.20886749	0.734335358	3.014004775
Chili_GLEAN_133133	5.732956375	7.234025274	4.651441953	9.554164273	5.463730444	11.40295823	10.59343098	9.473082813	15.79749154	11.87866672	7.046501457	6.254134843	16.82474948	6.949319446	11.93802645	10.93405967	7.079382977
Chili_GLEAN_106909	10.258296	25.44269942	16.32014547	3.585440224	7.629204644	11.24298955	12.04119988	11.05713406	18.04745295	17.65576723	11.0969381	17.45646449	19.70778555	23.98140335	2.264108464	25.06700169	6.120866114
Chili_GLEAN_111569	32.17755297	11.51594079	24.92508395	9.70459154	6.188260128	11.17874389	15.68796327	9.02589758	14.15121537	9.947763708	7.968658408	25.41958362	8.604289231	13.68843277	4.127146286	10.45190006	4.801090792
Chili_GLEAN_140142	13.04523928	15.81971244	11.47894979	4.420310847	15.87712556	11.17274349	13.73743847	17.96917825	18.51519394	6.450922643	9.626352565	23.78988297	9.519058159	9.989548178	70.61498357	15.49724312	31.44670368
Chili_GLEAN_115130	7.42124752	8.964959264	6.235035884	1.103058383	6.67076185	10.80147255	7.563567764	9.011574548	8.53156343	5.717668896	4.312377956	7.57759498	7.621816562	7.313145242	10.22830909	5.715146357	5.887104393
Chili_GLEAN_107826	10.72038141	9.226698983	12.10003481	13.32247659	9.126829453	10.33514721	6.183318858	10.05730646	8.050171278	5.432815662	4.638720071	12.61469641	4.752813148	14.61929393	8.991162262	8.66162889	7.036238884
Chili_GLEAN_105268	0.293963028	7.747933125	1.011183033	1.301434495	4.372469065	9.402898445	7.424613365	11.05470605	12.15980417	6.363675084	4.515532718	4.236029627	2.172110752	2.417975634	58.78180414	7.484464007	14.42959913
Chili_GLEAN_118011	1.303024795	2.077832394	3.499551847	8.392335452	5.712433269	9.113814028	9.996467825	5.153814408	6.262208709	2.57618742	1.720374366	2.743559153	2.384813673	0.607495368	3.468785043	3.539588796	0.893107508
Chili_GLEAN_106959	18.73877362	13.26081275	23.47923039	9.172581796	2.487404598	9.108214804	10.19746228	3.120584429	3.957475505	21.16467018	24.90133331	8.633096868	6.627770981	5.112607519	7.298218815	1.086048216	4.205540271
Chili_GLEAN_106650	55.40192476	44.51691134	43.95670644	1.555777055	5.430263392	8.823467459	11.74092058	27.01016732	8.563237057	10.12968457	17.86948337	44.72252285	40.07148916	47.40463605	28.62149284	20.17499412	10.59423726
Chili_GLEAN_104954	3.427310876	7.104846251	3.301023321	4.472162	2.253788808	8.764696152	3.884258026	5.171885286	1.647131819	2.93629964	1.903184545	3.300793389	2.481811704	3.946760229	17.1560993	5.862443944	2.29038861
Chili_GLEAN_122793	0	0.728099946	0.21142918	1.909600854	1.347306257	8.682602579	1.990280972	0.687051795	0.527490562	2.915066068	3.457475756	0.445083058	0.817503501	1.170809254	1.302330158	0.581399399	0.391195851
Chili_GLEAN_106976	217.552638	44.31224942	204.6126861	12.14907766	33.17779848	8.385974713	8.075249126	19.13384721	20.05971251	27.09085977	20.85813365	74.41400168	243.0641924	101.8046523	10.26575528	0.465273329	11.36408423
Chili_GLEAN_109080	1.998497206	5.93428533	3.590694454	2.744134913	3.687821419	7.104095584	6.471278247	8.303068981	6.964545973	5.088505829	4.678924909	2.548036437	5.569275292	5.83382116	13.73044894	3.640116345	6.689092392
Chili_GLEAN_129785	6.528143892	8.128823061	6.646287162	5.288216303	6.770660399	7.021395075	8.044018065	6.268664624	8.475087536	5.536589733	6.192930405	5.996232375	6.209280889	6.054411567	9.639033313	10.05681105	5.319053687
Chili_GLEAN_141299	2.191010848	6.488550259	2.428494244	2.382469282	1.219726404	6.956927762	7.804116453	7.580541081	6.76914566	3.389239478	2.984610193	7.298196634	3.058019098	2.698035074	10.10140699	2.41789832	4.919399868
Chili_GLEAN_129924	2.792768748	3.52400374	3.947080743	10.43078547	4.391668478	6.900459192	8.532050201	6.786389158	8.899217914	5.46151733	3.432652853	2.708139659	6.40611315	6.034685414	1.951014608	4.823953874	1.62290393
Chili_GLEAN_124855	12.77161649	5.820083898	7.555580582	2.873306156	4.102751993	6.882582355	3.618598928	7.50722324	4.365326039	4.362610993	4.446441519	5.469217517	4.214119948	5.338404891	8.981354613	4.495552869	5.640922553
Chili_GLEAN_139375	12.72970629	9.380392172	17.24153835	8.615249157	4.9048914	6.744364562	7.288589007	7.225757567	6.45233697	7.029253973	8.434365434	8.771399725	22.18751832	19.81060401	13.60301797	8.560448567	11.33522018
Chili_GLEAN_117455	14.32019892	47.48148156	19.74334872	9.167121926	18.01533965	6.650442555	16.66571868	11.48891425	29.41562586	19.58198016	16.79014982	22.28350259	16.36685452	10.49910473	65.13577546	39.25288554	38.8881984
Chili_GLEAN_108319	4.670450563	5.423883778	5.56406664	2.419633487	2.170795434	6.586801956	5.293139648	7.188574477	5.170742926	3.011481075	4.147624276	3.891941476	3.364297109	3.734733318	8.522844198	5.936652095	4.466565284
Chili_GLEAN_136345	2.710373397	28.71119119	10.24622481	3.831380285	1.901155185	6.345958007	5.897730554	9.634248894	4.884670255	50.62120654	34.69869115	14.39798277	27.92580838	15.04728833	3.684952041	2.991042828	2.898042731
Chili_GLEAN_122794	0	1.078147998	0	5.009029933	1.465750763	6.249017241	2.020900679	0.166100434	0.178535267	3.660107768	6.451226952	0.90386098	2.152060499	1.260871505	6.060844197	0.81992223	0.993035621
Chili_GLEAN_139589	0.485587921	1.389146813	1.23939244	4.646579043	1.852062284	6.004787158	2.927750611	2.822492749	2.123655787	2.600128223	1.882624965	0.452894388	2.591999218	4.285119063	3.673071026	4.822851508	4.391656162
Chili_GLEAN_114075	5.272389513	3.808838629	4.039410117	2.084767248	3.677234371	5.810913004	6.156402946	7.322156723	4.607015314	7.699507514	1.935706496	2.915461355	6.941608677	5.035360102	2.36965337	4.407852589	3.381049853
Chili_GLEAN_128804	22.05927937	13.64629625	24.81811966	13.72900255	3.74227763	5.740068073	8.351445059	10.24298423	7.804179498	9.609358779	9.700836024	12.02682283	10.36658525	15.03501092	8.597520393	4.381497716	4.811299642
Chili_GLEAN_135905	3.269127297	6.408618842	4.406424526	4.67532878	3.349275899	5.533060506	7.409969157	7.030381411	11.56986155	9.361296426	5.130323557	4.214743046	7.278241873	8.270064031	7.466257344	5.88205078	4.274370717
Chili_GLEAN_129784	5.291334499	7.022471222	8.055758165	5.144852156	5.277646871	5.441271181	4.664180191	7.510628317	5.583755166	4.227459066	5.681515344	3.859966696	4.720720701	4.615364017	13.32214546	9.175999216	5.986997369
Chili_GLEAN_111103	1.086922119	3.830438848	2.028314202	45.3259147	35.7973907	5.435655834	6.651916047	7.532718401	20.50278917	14.43367751	5.76132592	1.928313812	1.405483428	0.658767355	2.418137327	2.458927895	2.481742475
Chili_GLEAN_116914	2.44689225	2.536214813	3.876201627	3.500934899	1.552610068	5.415814942	3.065032697	3.310935317	1.083113954	2.344590773	0.390074188	0.522230788	3.730238198	3.434373813	3.183473719	3.410876476	2.008138701
Chili_GLEAN_113102	5.51848205	3.747541291	5.536604414	15.62253009	4.223331118	5.298934708	4.43906921	3.811013315	2.953159847	6.079674142	4.498952666	2.507876957	2.854348045	3.383114502	3.371156125	2.974971553	1.71323347
Chili_GLEAN_124854	9.954639878	4.828308428	6.222875045	1.457145877	3.14718257	5.221969119	4.049893053	3.28110707	4.523429575	2.733492157	3.607893389	6.145621326	4.290734092	5.723956355	4.101231909	3.591407101	5.472630243
Chili_GLEAN_107623	2.209088495	7.741468613	5.572519567	4.003544365	2.075270883	5.141183705	4.291912829	6.819985144	4.802775453	5.29478784	5.310415923	3.625884557	2.285232559	4.335471893	7.54105037	6.500927937	4.100778287
Chili_GLEAN_138472	1.54796425	5.74692663	2.338042677	5.172109651	2.992116091	5.022254737	4.944068825	2.768487233	3.550605345	5.395207517	6.422016099	2.311130624	6.987579595	5.595072569	1.878460321	3.696057374	3.479570511
Chili_GLEAN_116623	12.29982668	26.54419664	9.006517734	3.293752143	19.31540819	4.903350053	12.63935884	29.44677283	25.58568476	6.242014947	7.043240195	18.65734347	8.545824937	8.678655208	57.85946296	73.59076501	26.63215727
Chili_GLEAN_106570	3.763718512	5.445300983	3.492872463	3.581030089	2.835948279	4.81249737	3.465732807	6.047649379	3.956763152	6.633761824	3.641652012	5.643850262	4.136788935	7.983968643	4.361124053	5.278362813	9.082672668
Chili_GLEAN_114829	1.641993483	3.720894101	1.240384521	3.956056436	1.887832696	4.757134746	5.199609039	4.69648977	8.858324837	3.120374484	2.437963674	3.476098684	1.998341892	2.829455698	5.451698745	7.159287604	6.2037142
Chili_GLEAN_107064	0.149995252	1.865649039	0.120390262	1.33200276	1.506945066	3.864257148	3.201542556	2.682619714	1.862227857	0.401582157	0.176680662	0.25343553	0.15516537	0.121213193	9.980190111	7.228048533	3.090677336
